,headline,rank,comment,participant,sequence,global_index,index,con,newsOrder,word_count
67,"Climate change killing over 2,000 livestock in Kansas.",2,"very eye catching, missing some context such as how the cows were killed ",17,11,272,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,11,8
68,"It's not summer yet, but climate change is already showing its teeth in 2022",4,"not fond of the language used in this title but it is eye catching, missing context",17,11,811,original,0,11,14
69,Climate change causes extreme weather events,5,very vague and not at all attention grabbing,17,11,431,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,11,6
70,Severe Weather From Climate Change Wreaks Havoc Across the Midwest,3,"eye catching title, but imortant to note that the midwest wasn't the only region highlighted in the article",17,11,228,LoDaQFokdGWa9TWBH61EBRf6Q272,5,11,10
71,Cows Collapse and Humans Suffer in Severe Heat Wave,6,missing biggest key point which is climate change,17,11,288,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,11,9
72,New Technique Backdates Human Ancestors By More than a Million Years,3,attention grabbing and leads readers to wonder what said technique is,17,12,387,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,19,11
73,researchers use burial dating to accurately date early human fossils,2,see below,17,12,839,gpt3,1,19,10
74,Researchers use burial dating to accurately date early human fossils,2,"accurate title, could use more attention grabbing language",17,12,722,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,19,10
75,Ancient fossils in the 'Cradle of Humankind' are more than 1 million years older than previously thought,1,"lots of details from teh article are illustrated here, also very eye catching",17,12,819,original,0,19,17
76,Scientists uncover new findings on early human ancestors,5,very vague and leaves readers with more questions about article topic,17,12,122,CFhnIRlNuSSnz5UpZM17jMA3pUg1,5,19,8
77,Scientists date early human fossils using space particles,4,straightforward and accurate but not eye catching,17,12,37,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,19,8
78,Deadline passes and 1 in 10 Army National Guard soldiers still unvaccinated for Covid. Will they be expelled?,1,awesome attention grabbing title that provides a figure for readers and is accurate,17,13,805,original,0,5,18
79,"Unvaccinated National Guard troops could continue to get pay, benefits",3,eye catching but could benefit from adding figure for readers,17,13,320,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,5,10
80,Army National Guard soldiers face penalties for not being vaccinated,2,straightforward and eye catching,17,13,95,7vtosds1eTQWx6qaDn5FwExnVR63,4,5,10
81,Army National Guard Faces Recruiting Crisis Amid Covid Vaccine Deadline,5,eye catching but misses key poiny of article which is how the national guard will handle unvaccinated soldiers,17,13,825,gpt3,1,5,10
82,Army National Guard soldiers must be vaccinated for Covid before deadline!,6,"not very accurate as deadline has already passed, not accurate",17,13,402,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,5,11
83,Army National Guard soldiers facing potential expulsion if they do not get vaccinated for Covid Unit commanders may be allowed to keep unvaccinated troops if they are struggling to meet recruiting goals The Army is hoping to vaccinate all of its National Guard members to avoid separations,4,"hits all key points, but way too long",17,13,791,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,5,47
84,Tanzanian Farmers Struggle to Keep Crops Alive Amid Fertilizer Shortage,2,less eye catching but great context still given,17,14,403,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,4,10
85,Tanzania farmers struggling to keep crops alive amid global fertiliser shortage,2,see above,17,14,824,gpt3,1,4,11
86,Africa's farmers hit hard by global fertilizer shortage,1,"most attention grabbing, great context",17,14,251,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,4,8
87,Worldwide fertiliser shortage fuels food insecurity fears,5,"not enough context, needs location",17,14,325,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,4,7
88," Amid Global Fertilizer Shortage, Tanzania's Farmers Struggle to Keep Crops Alive",4,"less eye catching, but accurate title",17,14,160,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,4,11
89,Fertiliser shortage hits African farmers battling food crisis,3,"less eye catching, but accurate title",17,14,804,original,0,4,8
90,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,1,"very eye catching intro, hits key point",17,15,814,original,0,14,12
91,Revelation at Senate Hearing: Seven-State Drought crisis caused by Climate Change,3,"eye catching, but missing key location",17,15,834,gpt3,1,14,11
92,Federal Official Warns Of Drastic Cuts To Colorado River's Water Supply,4,needs to add context regarding climate change,17,15,344,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,14,11
93,In the next year Colorado will see sever cuts in water supply.,6,"needs more context on drought/climate change, no sense of urgency, not very eye catching",17,15,273,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,14,12
94,-Drought forces significant cuts to Colorado River water supply,5,good context but does not have same sense of urgency,17,15,369,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,14,9
95,Record low water levels in Colorado River reservoirs force significant cuts in water supplied to  states,2,very inforamtive and attention grabbing title,17,15,455,dOa9iEjV8abyeuFqAcEpiOn34hw1,3,14,16
96,Federal Official Warns Of Necessary Water Cuts To Western States,3,see below,17,16,647,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,10,10
97,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,2,"eye catching intro, accurate title with great language use",17,16,810,original,0,10,12
98,Water Shortages Looming for Seven States,4,"gives a sense of urgency but missing lots of context, i.e. location/cause (climate change)",17,16,619,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,10,6
99,Climate Change Affecting Water Supply due to Diminishing Colorado River,1,great context and very eye catching,17,16,518,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,10,10
100,"""Federal Official Warns of Severe Water Shortages in Western US""",3,"good credibility with including federal officer in title, but no context on drought/climate change",17,16,830,gpt3,1,10,10
101,Drought Strains Seven-State Colorado River,5,"no context given, eye catching, but misses key points of article",17,16,409,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,10,5
102,Stunningly Preserved Woolly Mammoth Remains Found in Permafrost,1,"tone captures the importance of thsi discovery, very eye catching, accurate title",17,17,436,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,17,8
103,Intact wooly mammoth baby uncovered in northwestern Canada,3,"""intact"" implies the importance of the discovery, eye catching title provides key details",17,17,817,original,0,17,8
104,Baby woolly mammoth found frozen in permafrost in Canada,4,"could include some additional language to make it more eye catching, but captures main point of article",17,17,417,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,17,9
105,"30,000 Baby Wolly Mammoth Stuns Scientists",6,"no context given here at all, eye catching but too vague",17,17,520,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,17,6
106,"30,000-year-old baby woolly mammoth found in Canada",2,"title gives reader a figure to provide context, eye catching, includes good relevant info",17,17,837,gpt3,1,17,7
107,Baby Woolly Mammoth Found Mummified in Yukon,5,"not at all eye catching, leaves out some key details",17,17,670,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,17,7
108,Earliest evidence of wildfire found in Wales,6,"least amount of context, not eye catching",17,18,815,original,0,15,7
109,Scientists find oldest evidence of wildfire in South Wales,5,"not a lot of context, not very eye catching",17,18,335,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,15,9
110,Million-Year-Old Charred Remains Suggest Ancient Wildfires,1,accurate title that immidiately grabbed my attention,17,18,478,lSToD6u7LuZJk20NqhMUk3jy22S2,4,15,6
111,Giant Fungi Forest Burns in Ancient Wildfire,3,"good eye catching title, good amount of context",17,18,356,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,15,7
112,Ancient Mudstone Holds Clues to Earliest Evidence of Wildfire,4,not as eye catching but touches on key details,17,18,561,qiebo7O3TBach9qu1AqrWu2cAB23,3,15,9
113,New evidence suggests that wildfires were present on Earth 430 million years ago.,2,"provides reader with figure, very attention grabbing, good context given",17,18,835,gpt3,1,15,13
114,UN Urges Libyan Factions to Hold Elections Soon,4,see below,17,19,145,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,3,8
115,UN urges Libya's rivals to agree on elections this week,4,"not as eye catching, not enough context given",17,19,803,original,0,3,10
116,Libya's Rival Factions Urged to Reach Agreement on Elections,3,not as eye catching but great context still given,17,19,823,gpt3,1,3,9
117,UN political chief urges Libya factions to agree on election transition,2,"urgent language used to draw in reader, great context given",17,19,90,7vtosds1eTQWx6qaDn5FwExnVR63,4,3,11
118,Progress Made in Libya talks as Factions Agree on Some Points,6,"needs more context, points about what? not eye catching",17,19,648,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,3,11
119,"After Years of Conflict, Libya Continues Talks of Elections Mediated by U.N.",1,"great attention grabbing intro, hits the main point",17,19,5,4G2vztY28Fee0nAkx43fXlepBSg1,2,3,12
0,Fertilizer shortage leaves African farmers scrambling,4,"inaccurate and missing key points of the article, but it is attractive",16,0,377,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,4,6
1," Cost of fertiliser skyrockets, putting Tanzania's farmers in danger",1,"good, informative headline - clear and attractive",16,0,665,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,4,9
2,Africa's farmers battle to keep crops alive amid global fertiliser shortage,1,"good, informative headline - clear and attractive",16,0,350,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,4,11
3,Russian agression has crippling effects as fertilizer that farmers rely on skyrockets in price.,6,untasteful headline - Russian conflict is imporant here but this can be taken wrong and is a bit cheap to play on emotions in this manner,16,0,592,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,4,14
4,Fertiliser shortage hits African farmers battling food crisis,5,"inaccurate and missing key points of the article, but it is attractive",16,0,804,original,0,4,8
5,Tanzania farmers struggling to keep crops alive amid global fertiliser shortage,1,"good, informative headline - high clarity and attractive",16,0,824,gpt3,1,4,11
6,Boris Johnson's Bill to Override Brexit Deal Progresses to Next Stage,5,"missing key points of the article, despite being short it is attractive just too simple",16,1,284,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,1,11
7,UK Prime Minister Boris Johnson's Bill to Override Brexit Deal Passes First Legislative Hurdle,4,"missing key points of the article, but it is attractive",16,1,435,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,1,14
8,"Boris Johnson Proposes Bill to Override Brexit Deal, Causing divisions Within Tory Party",1,"good, informative headline - high clarity and attractive",16,1,821,gpt3,1,1,13
9,Northern Ireland Protocol Bill passes second reading,6,"missing key points of the article, despite being short it is attractive just lacks clarity",16,1,45,7WX00yoU07X1UKaG8WH0cYKB25S2,2,1,7
10,Tories Divided Over Boris Johnson's Plan To Override Brexit Deal,2,good clarity but missing some information,16,1,711,uIQjNU1bgVfp0K8B7po65McKCZF2,5,1,10
11,UK Plan to Override Brexit Deal Passes Hurdle With Tory Dissent,3,decent clarity but missing some information,16,1,801,original,0,1,11
12,Federal official warns of water shortages due to ongoing drought,5,lacking important information on the drought,16,2,486,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,14,10
13,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,6,"inaccurate and missing key points of the article, also a bit untasteful to provide a fearful quote without context for clicks",16,2,814,original,0,14,12
14,Record Droughts in the Colorado River Threaten Western United States,2,good clarity but missing some information,16,2,60,7qDm7De2l7ep8kn8fz4BUF52GF32,2,14,10
15,Revelation at Senate Hearing: Seven-State Drought crisis caused by Climate Change,3,decent clarity but missing some information,16,2,834,gpt3,1,14,11
16,Federal official warns of major water cuts to seven Western states relying on Colorado River reservoirs,1,"good, informative headline - high clarity and attractive",16,2,152,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,14,16
17,Federal officials warn of significant water supply cuts to  states,5,lacking important information on the drought,16,2,289,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,14,10
18,Scientists Discover New Bacteria That's the Size of a Human Eyelash,3,limited clarity - not as attractive as others here,16,3,838,gpt3,1,18,11
19,New species of bacteria has membranes organizing its insides,5,"limited clarity, not attractive - lacks context",16,3,315,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,18,9
20,New Bacterial Species Discovered in Caribbean,6,limited clarity - too simple - this seems more like something someone would type on social media when they share the article,16,3,72,7qDm7De2l7ep8kn8fz4BUF52GF32,2,18,6
21," Scientists find largest bacterium to date, challenging what we know about microbes!",1,"good, informative headline - high clarity and attractive, enticing to click",16,3,555,pYsoPM0aang4pLBPqHbUlrc285Y2,3,18,12
22,Photo shows newly-discovered bacteria so large they are visible to the naked eye,1,"good, informative headline - high clarity and attractive, enticing to click",16,3,818,original,0,18,13
23,Scientists discover world's largest bacteria in Caribbean mangroves,3,limited clarity - not as attractive as others here,16,3,154,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,18,8
24,US-EU efforts to revive Iran nuclear deal fall short,3,limited clarity - not as clear as 1 or 2,16,4,689,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,2,9
25," Iran Nuclear Talks End in Stalemate, Risking Confrontation",6,"limited clarity, not attractive - lacks context",16,4,733,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,2,8
26,Indirect Talks Between Iran and U.S. End Without Breakthrough,3,limited clarity - not as clear as 1 or 2,16,4,822,gpt3,1,2,9
27,Indirect talks between Iran and the US end without breakthrough,5,"lacking important information - same a 3, but unattractive with lack of capitalization and other issues",16,4,283,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,2,10
28,No Sign of Breakthrough in Nuclear Deal Talk Between U.S. and Iran,2,"good, informative headline - attractive - could be more clear",16,4,71,7qDm7De2l7ep8kn8fz4BUF52GF32,2,2,12
29,U.S.-Iran nuclear negotiations in Qatar end without breakthrough,1,"good, informative headline - high clarity and attractive",16,4,802,original,0,2,8
30,Completely intact frozen baby mammoth sparks fascination in Paleontologist community.,1,"good, informative headline - high clarity and attractive",16,5,595,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,17,10
31,Intact wooly mammoth baby uncovered in northwestern Canada,1,"good, informative headline - high clarity and attractive",16,5,817,original,0,17,8
32,"30,000-year-old baby woolly mammoth found in Canada",6,missing key points,16,5,837,gpt3,1,17,7
33,Mummified Mammoth Calf Found in Permafrost is 'Most Complete' Ever Recovered,5,missing key points,16,5,108,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,17,11
34,Preserved baby woolly mammoth found in Yukon permafrost,4,lacking important information,16,5,281,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,17,8
